id	data_type	total_bytes	total_duration	total_participants
ds001762	task-mri	66962723248	252503.077305376	124
ds001771	task-mri	438437033636	175441.392	160
ds001775	task-mri	70517761852	89107.296	96
ds001796	task-mri	165538215580	281254.476	256
ds001818	task-mri	728791692532	247357.8564	200
ds001838	task-mri	107789719744	66454.272	200
ds001840	task-mri	32884196292	82080.0	96
ds001847	task-mri	20491424004	53120.58824928444	96
ds001848	task-mri	215489451252	113039.619	156
ds001882	task-mri	172645606956	23329.564306218	60
ds001883	task-mri	181673801835	24596.150521197	63
ds001894	task-mri	662422143717	1080560.052	564
ds001907	task-mri	12652632078	17359.71	27
ds001912	task-mri	29934127533	35037.0	51
ds001921	task-mri	10707146100	74996.384522712	45
ds001923	task-mri	15662233278	71673.645871365	42
ds001942	task-mri	394364853261	0.0	30
ds001946	task-mri	132218864757	48843.053099139	72
ds001981	task-mri	227888318646	15120.0	72
ds002000	task-mri	33700068858	160650.0	63
ds002006	task-mri	147095855343	99335.507478	90
ds002011	task-mri	10763082711	46349.922	66
ds002013	task-mri	4933417506	8197.497000000001	12
ds002014	task-mri	63749424	1800.0	3
ds002033	task-mri	70936845762	33961.326	120
ds002041	task-mri	4390695608	24756.12	50
ds002105	task-mri	164192272995	42859.860784047	18
ds002116	task-mri	88001438742	56742.840000000004	171
ds002144	task-mri	250074800403	75786.9	108
ds002149	task-mri	30039981105	24000.7757176692	60
ds002155	task-mri	164257307091	86448.1942686396	60
ds002158	task-mri	129383612019	27227.106	60
ds002168	task-mri	312671929662	53151.0	144
ds002232	task-mri	6916589145	34.199999999999996	18
ds002236	task-mri	39531953000	390648.662	182
ds002237	task-mri	17804367819	149043.816	48
ds002241	task-mri	183863320344	73274.7	93
ds002242	task-mri	260135329212	79327.5	105
ds002250	task-mri	20592325923	30826.98029824801	60
ds002270	task-mri	13716779571	60385.512	57
ds002278	task-mri	394990745720	40648.30142294201	10
ds002294	task-mri	64808162673	61446.479999999996	120
ds002311	task-mri	37821821865	210143.163	69
ds002316	task-mri	1518720328011	60649.174493842416	105
ds002320	task-mri	400390596729	108000.0	240
ds002336	task-mri	12755328648	54000.0	30
ds002338	task-mri	17951768898	49980.0	51
ds002345	task-mri	408819232773	1716412.98	1035
ds002363	task-mri	5772390924	29734.35	66
ds002366	task-mri	20882365257	162145.524	102
ds002372	task-mri	505224499251	191318.41448999997	3
ds002382	task-mri	159196352235	402390.339	183
ds002411	task-mri	180230310894	51504.0	87
ds002419	task-mri	291086852916	402236.142	144
ds002424	task-mri	128416628397	415062.792	237
ds002425	task-mri	172790253738	56676.0	15
ds002513	task-mri	87945266622	217890.153	195
ds002522	task-mri	14196621381	65550.0	144
ds002543	task-mri	64335590949	308814.2916	147
ds002547	task-mri	31007809617	187699.1481	78
ds002603	task-mri	36416513547	82929.0729	69
ds002606	task-mri	50546298639	17862.0	30
ds002620	task-mri	50458891467	389868.537	246
ds002634	task-mri	76737311760	64800.0	60
ds002655	task-mri	67033718307	44685.0	105
ds002672	task-mri	13058143809	8874.0	15
ds002675	task-mri	4032870066	20928.0	72
ds002684	task-mri	72196366335	15708.0	12
ds002685	task-mri	6810978960402	2202499.8852999997	36
ds002687	task-mri	51981237885	141222.147	72
ds002702	task-mri	228374871087	15085.335000000001	33
ds002711	task-mri	3626419728	45070.47	45
ds002715	task-mri	3509966772	10008.006	24
ds002717	task-mri	27378565161	229244.706	138
ds002727	task-mri	10337610957	0.0	69
ds002731	task-mri	40474062579	125671.15599931263	177
ds002732	task-mri	28551842109	104262.15	90
ds002734	task-mri	11858531217	48703.599	66
ds002737	task-mri	10688108589	15525.068999999998	3
ds002738	task-mri	248521977705	35934.7538556	99
ds002739	task-mri	22136300820	110897.883	72
ds002741	task-mri	136959150492	65432.229	90
ds002773	task-mri	257724087783	75432.777	57
ds002776	task-mri	544123695714	127313.304	78
ds002785	task-mri	362512727376	998122.9077	630
ds002793	task-mri	27484862841	23736.0	84
ds002799	task-mri	11426599557	10909.380000000001	18
ds002813	task-mri	292223305302	83790.0	114
ds002814	task-mri	18913727283	29195.3385	63
ds002835	task-mri	15214619859	41863.08	78
ds002842	task-mri	5245784124	0.0	66
ds002843	task-mri	236010739341	523932.612	498
ds002872	task-mri	114816062667	7199.964	117
ds002878	task-mri	68214082917	132067.5669	105
ds002879	task-mri	82036441053	119164.731	96
ds002886	task-mri	57846300816	81304.641	168
ds002905	task-mri	336344353365	66996.6282	54
ds002938	task-mri	18665971503	211791.36474892162	90
ds002994	task-mri	529941861834	101004.377448	168
ds002995	task-mri	166013590641	21960.0	54
ds003012	task-mri	23128174965	251890.7628	87
ds003017	task-mri	82953400614	43275.0	75
ds003043	task-mri	23514801930	5040.0	3
ds003076	task-mri	17490749004	25653.624	51
ds003083	task-mri	44088260637	78109.275	78
ds003094	task-mri	113063151780	13844.2551	48
ds003095	task-mri	51336650844	294577.077	114
ds003097	task-mri	104123531310	1429443.0	2237
ds003103	task-mri	9321240914	19192.53	60
ds003126	task-mri	7306582704	32440.1084	116
ds003136	task-mri	5770945548	45407.122	50
ds003146	task-mri	10452769528	38002.740000000005	66
ds003148	task-mri	47339301264	320712.154	120
ds003171	task-mri	7875354890	0.0	34
ds003176	task-mri	49276219220	107961.33200000001	68
ds003242	task-mri	27241649115	52607.63	96
ds003338	task-mri	52557679487	28791.0	20
ds003340	task-mri	64747142680	17160.0	20
ds003342	task-mri	7155866402	15281.548	19
ds003345	task-mri	15619972364	54348.211713568046	75
ds003354	task-mri	1780396793	25550.1591	10
ds003382	task-mri	3647470774	16890.0	10
ds003397	task-mri	4463146816	66736.3545	15
ds003404	task-mri	16759260010	16980.1	20
ds003424	task-mri	50782004168	16003.144	28
ds003425	task-mri	6331312273	9828.900363	13
ds003430	task-mri	112024318464	36328.0	7
ds003433	task-mri	7540828814	5520.0	18
ds003434	task-mri	19886566013	4410.0	18
ds003436	task-mri	5413474130	10783.501	55
ds003438	task-mri	1395832675	304.0	1
ds003439	task-mri	1455401027	336.0	1
ds003440	task-mri	846975430	608.0	1
ds003441	task-mri	2702446984	3688.0	2
ds003442	task-mri	1439876265	245.0	1
ds003443	task-mri	1516338548	620.0	1
ds003444	task-mri	1637716114	553.0	1
ds003445	task-mri	1904889721	304.0	1
ds003446	task-mri	1416258420	912.0	1
ds003454	task-mri	3244548092	7538.928	24
ds003459	task-mri	5975970522	108875.0	34
ds003465	task-mri	190427440038	285243.138	55
ds003470	task-mri	27839156671	7416.8	20
ds003481	task-mri	17775817206	57601.587622799	114
ds003487	task-mri	10843038237	49316.517366	24
ds003495	task-mri	14843479475	10426.3261	22
ds003500	task-mri	5346782533	103695.36000000002	38
ds003507	task-mri	14570855617	11857.35	21
ds003511	task-mri	33274756587	17375.744037	40
ds003521	task-mri	10037456151	47915.0	35
ds003524	task-mri	9351094691	17797.0	13
ds003542	task-mri	12204262355	68355.3132	33
ds003545	task-mri	14433461464	95872.8219	23
ds003550	task-mri	9301883266	140751.7215	38
ds003553	task-mri	3878951053	27245.9192	19
ds003554	task-mri	9227404376	109467.7625	41
ds003569	task-mri	1928920790	12470.806	25
ds003574	task-mri	11595446125	22108.107	18
ds003606	task-mri	31526185830	11310.0	29
ds003612	task-mri	32397308481	64550.4	51
ds003659	task-mri	78612397355	78570.15859199998	3
ds003661	task-mri	21734397298	10750.0	5
ds003669	task-mri	16644762539	26994.61	46
ds003688	task-mri	3403051523	11691.84	30
ds003701	task-mri	445411524278	43784.16000000001	96
ds003707	task-mri	85076381817	24048.0	36
ds003709	task-mri	6496075413	29421.149	51
ds003711	task-mri	30815264150	18200.0	35
ds003717	task-mri	56534329333	115412.67	60
ds003720	task-mri	46249908636	6150.0	5
ds003721	task-mri	109807220799	135523.11	35
ds003745	task-mri	19764566689	59707.22611	50
ds003758	task-mri	16970931001	9003.945793104	15
ds003763	task-mri	2068654118	28970.5	62
ds003764	task-mri	13257518245	19223.544	60
ds003770	task-mri	14879968369	50400.0	8
ds003772	task-mri	6587983831	17602.2459	32
ds003777	task-mri	23259860229	1190.8	4
ds003778	task-mri	102210622987	19072.0	32
ds003782	task-mri	2694440958	474.965	1
ds003789	task-mri	13444447277	23040.051	32
ds003798	task-mri	103746903778	0.0	117
ds003812	task-mri	42889270144	3155.949	12
ds003814	task-mri	179762413452	21528.0	9
ds003823	task-mri	202304808202	253231.808903175	174
ds003831	task-mri	31652754540	163791.988	74
ds003834	task-mri	37192709875	29041.399999999998	14
ds003835	task-mri	13698175678	12854.415	24
ds003836	task-mri	16497191815	16671.1	35
ds003849	task-mri	33761654941	0.0	92
ds003850	task-mri	10452440031	1500.0	1
ds003851	task-mri	20709809771	9284.0	44
ds003858	task-mri	8252249227	10320.0049	12
ds003872	task-mri	59814248347	9660006.554	56
ds003892	task-mri	4614208151	27360.0	34
ds003927	task-mri	153271034294	18144.95	7
ds003950	task-mri	84783382112	163534.0	42
ds003965	task-mri	1966886139	876.50383370802	1
ds003972	task-mri	3875202108	3756.0	8
ds003974	task-mri	41692412077	12527536.0	52
ds003988	task-mri	59814247123	9660006.554	56
ds003990	task-mri	7409465112	8885.3	6
ds003993	task-mri	15604249094	4818.0	2
ds004006	task-mri	117727453573	22826.0	41
ds004007	task-mri	160214287068	62775.0	25
ds004009	task-mri	9211737867	69277.3621942022	33
ds004021	task-mri	25492015083	143360.0	32
ds004042	task-mri	41435656602	30614.0	20
ds004044	task-mri	79034407769	28768.0	62
ds004056	task-mri	125125245350	9515.5	29
ds004065	task-mri	55012264240	7148.076000000001	20
ds004073	task-mri	105434851174	133819.847	51
ds004078	task-mri	345806664131	2999.9999999999995	12
ds004081	task-mri	12881934487	20876.32	35
ds004086	task-mri	8602499765	25551.528	58
ds004091	task-mri	24362975618	22708.33592796	8
ds004092	task-mri	12797332394	0.0	27
ds004094	task-mri	124485763058	21719.0	37
ds004097	task-mri	66342121404	32700.23	7
ds004102	task-mri	30401203915	71748.386	32
ds004103	task-mri	17015424262	41608.5906	66
ds004109	task-mri	116841340878	75081.611	31
ds004128	task-mri	7272454491	42401.37	32
ds004134	task-mri	11945232774	55090.968627450944	36
ds004141	task-mri	3390240196	42400.0	20
ds004142	task-mri	1747759627	9500.0	10
ds004144	task-mri	16486195916	85175.836	63
ds004146	task-mri	496806859396	279436.344	303
ds004169	task-mri	57470150436	340653.17	1188
ds004187	task-mri	40337695922	2599.6041	3
ds004192	task-mri	105047005014	17448.0	3
ds004196	task-mri	9367918329	17935.915999999997	4
ds004217	task-mri	70355887472	40000.51944360823	67
ds004226	task-mri	47125324189	15077.63993055	28
ds004228	task-mri	11839737012	18830.0	70
ds004261	task-mri	114861797370	76151.19875	57
ds004271	task-mri	37686600869	4882.934717338008	2
ds004274	task-mri	25542687381	63099.83	33
ds004280	task-mri	37794726072	7299.0	2
ds004283	task-mri	78369765468	17274.776809215546	4
ds004285	task-mri	76626256539	168975.36800000002	78
ds004286	task-mri	22360020287	23980.0	23
ds004299	task-mri	723817695179	162504.815455898	123
ds004301	task-mri	29216474102	3868.0	11
ds004302	task-mri	9288226703	47570.0	71
ds004312	task-mri	89824747901	14200.0	20
ds004327	task-mri	111652919729	24010.0	47
ds004331	task-mri	52179297753	24675.0	30
ds004341	task-mri	70628942372	16182.838198	28
ds004349	task-mri	45549669424	11536.0	56
ds004359	task-mri	106949789586	250542.0	57
ds004400	task-mri	14130062824	9740.250749	25
ds004440	task-mri	4699298934	0.0	49
ds004455	task-mri	17060891948	76904.54999999999	94
ds004456	task-mri	59349124937	90116.313	42
ds004458	task-mri	2430971630	750.0	1
ds004466	task-mri	288428542808	0.0	127
ds004467	task-mri	7682223268	24835.04698294605	18
ds004469	task-mri	7086819805	21465.352	63
ds004478	task-mri	2426458293	1247.950150966644	6
ds004482	task-mri	60157679078	21191.639415597914	23
ds004484	task-mri	47923485976	4812.167833805084	20
ds004489	task-mri	29463397265	9654.691708949364	15
ds004493	task-mri	37667452707	3327.123513698577	16
ds004495	task-mri	247656487107	115078.461	38
ds004496	task-mri	174330748171	38289.20573653599	30
ds004499	task-mri	162679654409	115359.99999999999	50
ds004510	task-mri	2653788199	2400.0	3
ds004516	task-mri	34999940832	183174.9933245846	43
ds004533	task-mri	8234960386	24210.0	45
ds004542	task-mri	36590788054	9213.05255	4
ds004544	task-mri	3752893189	39613.4	38
ds004553	task-mri	10928238060	61546.206779	50
ds004556	task-mri	17424078394	34172.05	53
ds004557	task-mri	11907432956	23540.61	35
ds004562	task-mri	6248341532	71473.818	23
ds004589	task-mri	122493406038	174617.7827	99
ds004590	task-mri	26490082323	13624.0	4
ds004592	task-mri	42612052382	114196.10889999999	27
ds004594	task-mri	1119374358	3004.593144271805	20
ds004597	task-mri	33419265922	9789.18	26
ds004604	task-mri	4093307976	15000.0	50
ds004616	task-mri	3002033496	31200.0	26
ds004630	task-mri	130237950026	20225.352664999995	49
ds004631	task-mri	79673502140	60254.18	38
ds004636	task-mri	2383482184290	521499.897472	108
ds004645	task-mri	45525295875	11205.0	15
ds004647	task-mri	40531015538	40797.61500159989	44
ds004656	task-mri	3024787785	15300.0	15
ds004662	task-mri	12972344527	3200.0	8
ds004670	task-mri	260799871352	94438.0	7
ds004692	task-mri	348235418959	35294.4	30
ds004693	task-mri	36616778786	25810.0	29
ds004697	task-mri	9528360380	11800.0	80
ds004698	task-mri	41911955815	14705.73	12
ds004711	task-mri	22628102570	225698.849	187
ds004720	task-mri	901627602	0.0	2
ds004743	task-mri	27255908858	8542.853	18
ds004746	task-mri	440971348624	97627.59272964542	395
ds004775	task-mri	6991506267	30240.0	28
ds004783	task-mri	3489039200	53040.0	26
ds004791	task-mri	28834784587	51255.174999999996	68
ds004796	task-mri	176434125532	87349.7075	69
ds004798	task-mri	7439516666	7182.034934548403	15
ds004814	task-mri	31522328021	3184.1400000000003	6
ds004815	task-mri	61266505857	8377.599999999999	8
ds004829	task-mri	44907736621	29494.940000000002	30
ds004835	task-mri	6361512816	2979.6000000000004	6
ds004848	task-mri	19776368018	17064.0	72
ds004866	task-mri	29660423916	5366.6	5
ds004873	task-mri	2584587990	16020.0	39
ds004894	task-mri	21332549136	73882.43597765006	48
ds004909	task-mri	52681395714	0.0	29
ds004913	task-mri	3422265096	6300.0	9
ds004917	task-mri	2045664580	18380.0382	38
ds004920	task-mri	55157338332	122336.12849169654	59
ds004926	task-mri	15895350839	79722.29342713166	40
ds004928	task-mri	113981815227	3400.0	10
ds004934	task-mri	19211890389	60290.294094000004	44
ds004943	task-mri	30723500949	13783.552399999999	5
ds004946	task-mri	26848285966	66725.556	103
ds004956	task-mri	9358909373	13807.574556501982	15
ds004957	task-mri	7876708574	7651.48813558	18
ds004959	task-mri	1943665573	11420.0	10
ds005009	task-mri	30979645138	13800.0	15
ds005012	task-mri	59179207810	0.0	60
ds005016	task-mri	138953953426	240360.0	146
ds005017	task-mri	45876055287	17845.0	39
ds005027	task-mri	7336790388	0.0	79
ds005038	task-mri	36665744525	86981.553	58
ds005047	task-mri	188999279378	24393.0	5
ds005050	task-mri	30378353840	45377.0	40
ds005073	task-mri	25889399697	26319.155	31
ds005085	task-mri	28866759892	0.0	9
ds005088	task-mri	51875477049	3402.0	27
ds005123	task-mri	846137238220	199324.38360710102	110
ds005126	task-mri	38869581157	112973.402952	35
ds005134	task-mri	342565015	0.0	1
ds005139	task-mri	17147247837	112590.0	27
ds005148	task-mri	36416557260	10328.003	16
ds005191	task-mri	397844724620	67381.0	6
ds005194	task-mri	36164031397	7258.029	8
ds005237	task-mri	964562459558	256949.91936520248	227
ds005239	task-mri	4370089152	4809.869985288352	4
ds005250	task-mri	159868906431	417.60000000000144	7
ds005263	task-mri	67385818128	60556.411308044	67
ds005265	task-mri	47094909543	15756.940149000038	78
ds005266	task-mri	66517783706	28252.166299701	68
ds005267	task-mri	38249634755	10313.588	21
ds005355	task-mri	7677603444	2880.0	12
ds005364	task-mri	7374040925	74178.7788	95
ds005365	task-mri	2204182723	0.0	1
ds005366	task-mri	53127271036	64767.8	155
ds005374	task-mri	75270807559	33050.87081806776	43
ds005418	task-mri	5595881725	10500.0	35
ds005427	task-mri	81168914974	5772.764	20
ds005449	task-mri	106737999788	229871.7937744247	98
ds005454	task-mri	6785715721	2038.0	5
ds005455	task-mri	8253324264	49049.0	77
ds005464	task-mri	34054727177	20707.180518	29
ds005479	task-mri	6383947317	28649.84	37
